Price,Close,High,Low,Open,Volume
Ticker,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD
Datetime,,,,,
2024-04-13 00:00:00+00:00,0.5471676588058472,0.5481835007667542,0.5457369685173035,0.5481835007667542,0
2024-04-13 01:00:00+00:00,0.5314167737960815,0.5473006367683411,0.5312535762786865,0.5471838116645813,86208000
2024-04-13 02:00:00+00:00,0.5396841168403625,0.5407311320304871,0.5314484238624573,0.5314484238624573,91097856
2024-04-13 03:00:00+00:00,0.5442321300506592,0.5442470908164978,0.5390157699584961,0.5397966504096985,43462400
2024-04-13 04:00:00+00:00,0.547772228717804,0.5488041639328003,0.5424132347106934,0.5442036986351013,38068736
2024-04-13 05:00:00+00:00,0.5451480746269226,0.548453152179718,0.5451480746269226,0.5478715300559998,0
2024-04-13 06:00:00+00:00,0.5469073057174683,0.5469073057174683,0.5444411039352417,0.5451397895812988,0
2024-04-13 07:00:00+00:00,0.54351806640625,0.5474880933761597,0.5431997179985046,0.5469024777412415,0
2024-04-13 08:00:00+00:00,0.541145384311676,0.5435575842857361,0.5406547784805298,0.5435575842857361,12003072
2024-04-13 09:00:00+00:00,0.5413125157356262,0.5417965054512024,0.5407968759536743,0.5411323308944702,0
2024-04-13 10:00:00+00:00,0.5435773134231567,0.5437788963317871,0.5408459901809692,0.541243851184845,0
2024-04-13 11:00:00+00:00,0.5432519316673279,0.5459671020507812,0.5432008504867554,0.5435581207275391,5790464
2024-04-13 12:00:00+00:00,0.5466453433036804,0.5470150113105774,0.5421074032783508,0.5432381629943848,4688896
2024-04-13 13:00:00+00:00,0.5454216003417969,0.5482356548309326,0.5451486706733704,0.5465521812438965,0
2024-04-13 14:00:00+00:00,0.5435503125190735,0.5465154051780701,0.5427883267402649,0.5454086065292358,0
2024-04-13 15:00:00+00:00,0.5442079901695251,0.5469639897346497,0.542853057384491,0.5436431169509888,0
2024-04-13 16:00:00+00:00,0.5328624844551086,0.5440754890441895,0.5328055620193481,0.5440754890441895,189650176
2024-04-13 17:00:00+00:00,0.5210410356521606,0.5331804156303406,0.5167355537414551,0.5330802202224731,0
2024-04-13 18:00:00+00:00,0.5301719307899475,0.5301719307899475,0.5168910622596741,0.5210238099098206,0
2024-04-13 19:00:00+00:00,0.48871052265167236,0.5300556421279907,0.48851001262664795,0.5300414562225342,0
2024-04-13 20:00:00+00:00,0.43506768345832825,0.4941163957118988,0.4344434142112732,0.4902253746986389,873037824
2024-04-13 21:00:00+00:00,0.4605140686035156,0.4605140686035156,0.43367907404899597,0.43367907404899597,361115648
2024-04-13 22:00:00+00:00,0.4765735864639282,0.4778875410556793,0.456426739692688,0.4603871703147888,248956928
