Close,High,Low,Open,SMA8,SMA24,SMA48,MACD,RSI,ATR,SO,Year,Month,Day,Hour,Weekday,Signal
ETH-USD,ETH-USD,ETH-USD,ETH-USD,,,,,,,,,,,,,
3082.4970703125,3106.0458984375,3065.28369140625,3102.152587890625,3082.4970703125,3082.4970703125,3082.4970703125,0.0,-5298.669929328826,40.76220703125,42.22877061846408,2024,4,16,0,1,0
3083.864501953125,3118.5546875,3076.638916015625,3083.048583984375,3083.864501953125,3083.864501953125,3083.864501953125,0.10908286591893557,-5298.669929328826,41.915771484375,17.23834652594547,2024,4,16,1,1,0
3094.881103515625,3099.046630859375,3055.1630859375,3081.30419921875,3094.881103515625,3094.881103515625,3094.881103515625,1.0721207588362631,-5298.669929328826,43.883544921875,90.50776925345069,2024,4,16,2,1,0
3073.5966796875,3107.3974609375,3062.504150390625,3095.25634765625,3073.5966796875,3073.5966796875,3073.5966796875,0.11651697060096922,-5298.669929328826,44.893310546875,24.708646258762364,2024,4,16,3,1,2
3024.2705078125,3079.258544921875,3004.41943359375,3073.3984375,3024.2705078125,3024.2705078125,3024.2705078125,-4.5683546024679345,-5298.669929328826,74.839111328125,26.52499991844484,2024,4,16,4,1,2
3050.369140625,3058.1171875,3023.657470703125,3027.340576171875,3050.369140625,3050.369140625,3050.369140625,-6.104834788889548,-5298.669929328826,34.459716796875,77.51563972312555,2024,4,16,5,1,1
3084.51025390625,3087.7626953125,3047.7685546875,3049.6689453125,3084.51025390625,3084.51025390625,3084.51025390625,-4.515551427736682,-5298.669929328826,39.994140625,91.86770523025834,2024,4,16,6,1,1
3110.062255859375,3125.302001953125,3081.73828125,3084.306640625,3075.5064392089844,3110.062255859375,3110.062255859375,-1.1805907875218509,-5298.669929328826,43.563720703125,65.01734505735918,2024,4,16,7,1,1
3084.417236328125,3109.150634765625,3080.316650390625,3109.150634765625,3075.7464599609375,3084.417236328125,3084.417236328125,-0.6000324048031871,-5298.669929328826,28.833984375,14.221364221364222,2024,4,16,8,1,2
3077.3525390625,3099.43798828125,3077.150390625,3086.162841796875,3074.9324645996094,3077.3525390625,3077.3525390625,-0.7019065887652687,-5298.669929328826,22.28759765625,0.9069996713769306,2024,4,16,9,1,0
3046.275390625,3090.08349609375,3012.859375,3080.628173828125,3068.8567504882812,3046.275390625,3046.275390625,-3.2528123736210546,-5298.669929328826,77.22412109375,43.271474186715565,2024,4,16,10,1,2
3095.19384765625,3096.76904296875,3048.264404296875,3052.733642578125,3071.556396484375,3095.19384765625,3095.19384765625,-1.3119891384812945,-5298.669929328826,48.504638671875,96.75248521454637,2024,4,16,11,1,1
3072.86328125,3093.430908203125,3066.19140625,3093.430908203125,3077.6304931640625,3072.86328125,3072.86328125,-1.5578054152838376,-5298.669929328826,27.239501953125,24.493381015120143,2024,4,16,12,1,2
3065.0546875,3094.418701171875,3043.277099609375,3075.528076171875,3079.4661865234375,3065.0546875,3065.0546875,-2.3555515106104394,-843.3150439505074,44.25306919642857,50.1604612883355,2024,4,16,13,1,0
3047.269775390625,3092.150146484375,3040.274169921875,3068.521484375,3074.8111267089844,3047.269775390625,3047.269775390625,-4.372461793330331,-417.5575746235039,45.046909877232146,35.44790814626314,2024,4,16,14,1,2
